pH,Soil Acidity/Alkalinity,EC,Nutrient Level,Key Nutrient Insights
8.110626924573603,Strongly Alkaline,2.4050229258093165,Low,Poor availability of micronutrients
8.267496155160456,Strongly Alkaline,2.2284834304643684,Low,Poor availability of micronutrients
8.104924470932735,Strongly Alkaline,2.281661824210753,Low,Poor availability of micronutrients
8.113870089637782,Strongly Alkaline,1.5786941555936145,Low,Poor availability of micronutrients
8.12823311424502,Strongly Alkaline,1.7006315140805115,Low,Poor availability of micronutrients
8.49813754097074,Strongly Alkaline,2.1283371431204237,Low,Poor availability of micronutrients
8.109638249813099,Strongly Alkaline,1.6136343617475348,Low,Poor availability of micronutrients
8.271191211552274,Strongly Alkaline,2.424521019565058,Low,Poor availability of micronutrients
8.170535455793308,Strongly Alkaline,1.5944917254550677,Low,Poor availability of micronutrients
8.356493147102075,Strongly Alkaline,1.7148295781155958,Low,Poor availability of micronutrients
8.86129634453528,Very Strongly Alkaline,2.4545577750264114,Very Low,Excess sodium buildup affects root health
8.899474018366368,Very Strongly Alkaline,2.5324593333625116,Very Low,Excess sodium buildup affects root health
8.70831183129561,Very Strongly Alkaline,2.9565473779254785,Very Low,Excess sodium buildup affects root health
8.72783970133541,Very Strongly Alkaline,2.7200733032394435,Very Low,Excess sodium buildup affects root health
8.679264109709127,Very Strongly Alkaline,2.674926111079692,Very Low,Excess sodium buildup affects root health
8.726552196634072,Very Strongly Alkaline,2.9991522038248615,Very Low,Excess sodium buildup affects root health
8.730728739587786,Very Strongly Alkaline,2.195835647590242,Very Low,Excess sodium buildup affects root health
8.732131359351067,Very Strongly Alkaline,2.1077208416267945,Very Low,Excess sodium buildup affects root health
8.956235510107474,Very Strongly Alkaline,2.2403842895884756,Very Low,Excess sodium buildup affects root health
8.842319102794749,Very Strongly Alkaline,2.395765929594408,Very Low,Excess sodium buildup affects root health
8.625075558357535,Very Strongly Alkaline,2.332827523458243,Very Low,Excess sodium buildup affects root health
